   0.0000000e+00	  -1.5109063e-12	
   5.0000000e-05	  -1.3281604e-12	
   1.0000000e-04	  -1.1622110e-12	
   1.5000000e-04	  -8.5154334e-13	
   2.0000000e-04	  -3.9461538e-13	
   2.5000000e-04	   1.6872002e-13	
   3.0000000e-04	   2.3883091e-13	
   3.5000000e-04	   2.4850828e-13	
   4.0000000e-04	  -2.3600956e-13	
   4.5000000e-04	  -2.4841088e-13	
   5.0000000e-04	  -3.9513071e-13	
   5.5000000e-04	  -7.5930299e-13	
   6.0000000e-04	  -1.1272963e-12	
   6.5000000e-04	  -1.2267372e-12	
   7.0000000e-04	  -1.2399804e-12	
   7.5000000e-04	  -1.7040084e-12	
   8.0000000e-04	  -1.7013591e-12	
   8.5000000e-04	  -1.4232060e-12	
   9.0000000e-04	  -1.3966492e-12	
   9.5000000e-04	  -7.1507503e-13	
   1.0000000e-03	  -5.8142513e-13	
   1.0500000e-03	  -7.5832103e-13	
   1.1000000e-03	  -5.9304991e-13	
   1.1500000e-03	  -5.1909475e-13	
   1.2000000e-03	  -3.8934941e-13	
   1.2500000e-03	  -1.2198966e-13	
   1.3000000e-03	  -6.4130401e-13	
   1.3500000e-03	  -6.0429391e-13	
   1.4000000e-03	  -4.7063969e-13	
   1.4500000e-03	   1.8699365e-13	
   1.5000000e-03	   3.4247448e-13	
   1.5500000e-03	   2.8498639e-13	
   1.6000000e-03	   6.6905032e-14	
   1.6500000e-03	  -7.8534618e-14	
   1.7000000e-03	   2.7292497e-13	
   1.7500000e-03	   1.4506132e-13	
   1.8000000e-03	  -3.9602430e-13	
   1.8500000e-03	  -4.8767776e-13	
   1.9000000e-03	  -1.1595709e-12	
   1.9500000e-03	  -9.0747754e-13	
   2.0000000e-03	  -1.3202784e-12	
   2.0500000e-03	  -1.0661832e-12	
   2.1000000e-03	  -1.4983804e-12	
   2.1500000e-03	  -9.8549619e-13	
   2.2000000e-03	  -7.4669296e-13	
   2.2500000e-03	  -2.2076158e-13	
   2.3000000e-03	   4.8588228e-13	
   2.3500000e-03	   7.7433557e-13	
   2.4000000e-03	   7.2403898e-13	
   2.4500000e-03	   4.0441027e-13	
   2.5000000e-03	   1.8093820e-13	
   2.5500000e-03	  -7.3545770e-14	
   2.6000000e-03	   1.5186897e-13	
   2.6500000e-03	   1.3893335e-13	
   2.7000000e-03	   2.5351227e-13	
   2.7500000e-03	   1.9408585e-13	
   2.8000000e-03	   3.4954694e-13	
   2.8500000e-03	   2.1795933e-13	
   2.9000000e-03	   6.6692030e-13	
   2.9500000e-03	   6.1303393e-13	
   3.0000000e-03	   5.4010203e-13	
   3.0500000e-03	  -4.3272027e-14	
   3.1000000e-03	  -3.5394756e-14	
   3.1500000e-03	  -5.4303008e-13	
   3.2000000e-03	  -8.9535128e-13	
   3.2500000e-03	  -5.2764542e-13	
   3.3000000e-03	  -6.5522208e-13	
   3.3500000e-03	  -7.1567524e-13	
   3.4000000e-03	  -1.0813544e-12	
   3.4500000e-03	  -1.2420631e-12	
   3.5000000e-03	  -8.3491439e-13	
   3.5500000e-03	  -3.8494945e-13	
   3.6000000e-03	  -1.5821535e-13	
   3.6500000e-03	  -3.6005156e-13	
   3.7000000e-03	  -7.8288195e-13	
   3.7500000e-03	  -1.0579950e-12	
   3.8000000e-03	  -3.9423727e-13	
   3.8500000e-03	  -2.5746527e-13	
   3.9000000e-03	   2.3833469e-13	
   3.9500000e-03	   2.3778278e-13	
   4.0000000e-03	   1.0623338e-12	
   4.0500000e-03	   4.7013142e-13	
   4.1000000e-03	  -3.2003491e-13	
   4.1500000e-03	  -7.2498951e-13	
   4.2000000e-03	  -8.6580547e-13	
   4.2500000e-03	  -1.6319118e-12	
   4.3000000e-03	  -1.5981884e-12	
   4.3500000e-03	  -1.5414614e-12	
   4.4000000e-03	  -1.1515331e-12	
   4.4500000e-03	  -1.3323877e-12	
   4.5000000e-03	  -1.2234684e-12	
