0.00675	0.0052	0.0013	4.9421e-14	1.2196	6.5582e-12	0.74817	1.7659e-12	0.0118	0.0118
0.00225	0.00565	0.0038	1.2977e-13	1.3227	1.7236e-11	0.89213	2.6502e-12	0.0118	0.0118
0.00805	0.0122	0.0037	2.7378e-13	-2.9004	3.6501e-11	0.31959	3.2859e-11	0.0118	0.0118
0.0044	0.0062	0.00305	4.5268e-14	1.2455	6.0051e-12	0.77327	1.4951e-12	0.0118	0.0118
0.00425	0.0077	0.0041	1.4415e-13	1.2071	1.9134e-11	0.95644	1.7732e-12	0.0118	0.0118
0.007	0.0074	0.00235	5.4951e-14	1.1457	7.2907e-12	0.77508	1.8046e-12	0.0118	0.0118
0.00105	0.00025	0.00015	1.0245e-14	2.9381	1.3591e-12	0.17289	2.351e-12	0.0118	0.0118
0.0029	0.007	0.00555	8.4216e-14	1.2269	1.118e-11	0.89714	1.6714e-12	0.0118	0.0118
0.0046	0.00735	0.00385	7.5644e-14	1.1826	1.0034e-11	0.85147	1.8763e-12	0.0118	0.0118
0.0053	0.00315	0.0012	4.04e-14	1.2348	5.3559e-12	0.69656	1.6751e-12	0.0118	0.0118
0.00165	0.0022	0.0012	2.2612e-14	1.5563	3.0124e-12	0.4588	1.7714e-12	0.0118	0.0118
0.00145	0.0051	0.00435	5.0324e-14	1.342	6.6788e-12	0.74361	1.8234e-12	0.0118	0.0118
0.00145	0.0052	0.0048	4.1819e-14	1.2342	5.5444e-12	0.69088	1.7616e-12	0.0118	0.0118
0.0054	0.0052	0.0018	3.3615e-14	1.2674	4.4817e-12	0.68229	1.4581e-12	0.0118	0.0118
0.0071	0.0058	0.0013	4.8388e-14	1.247	6.4306e-12	0.73696	1.7908e-12	0.0118	0.0118
0.0082	0.00395	0.0012	2.5293e-14	0.98911	3.3655e-12	0.46057	1.9694e-12	0.0118	0.0118
0.0014	0.0005	0.0001	1.2217e-14	1.8319	1.6266e-12	0.20755	2.3278e-12	0.0118	0.0118
0.0027	0.00595	0.00415	5.0993e-14	1.268	6.7777e-12	0.84061	1.326e-12	0.0118	0.0118
0.0013	0.00335	0.0028	4.0508e-14	1.4285	5.3844e-12	0.65231	1.8996e-12	0.0118	0.0118
0.0037	0.0054	0.00335	4.6391e-14	1.291	6.1588e-12	0.79685	1.4178e-12	0.0118	0.0118
0.0027	0.0043	0.00285	7.0824e-14	1.3488	9.4175e-12	0.82456	1.962e-12	0.0118	0.0118
0.0024	0.0048	0.003	4.7435e-14	1.3498	6.3036e-12	0.75813	1.6463e-12	0.0118	0.0118
0.005	0.0037	0.00255	1.6694e-14	0.7767	2.2174e-12	0.29142	2.21e-12	0.0118	0.0118
0.0017	0.00535	0.0042	6.5657e-14	1.3132	8.7248e-12	0.81299	1.8974e-12	0.0118	0.0118
0.001	0.00125	0.00085	1.9454e-14	1.5934	2.5808e-12	0.40969	1.7448e-12	0.0118	0.0118
0.0025	0.0016	0.0006	9.6422e-15	1.3761	1.2869e-12	0.21495	1.7753e-12	0.0118	0.0118
0.002	0.00535	0.00385	1.6647e-13	1.3374	2.2122e-11	0.88859	3.4674e-12	0.0118	0.0118
0.0021	0.00545	0.004	1.4724e-13	1.2824	1.9554e-11	0.9298	2.3502e-12	0.0118	0.0118
0.009	0.00375	0.0022	6.2289e-15	-0.21379	8.2422e-13	0.066346	3.7637e-12	0.0118	0.0118
0.0011	0.0019	0.00165	3.0874e-14	1.5297	4.095e-12	0.60672	1.629e-12	0.0118	0.0118
0.0013	0.0031	0.00235	6.1565e-14	1.5427	8.1941e-12	0.65223	2.8915e-12	0.0118	0.0118
0.00225	0.0044	0.0026	6.4947e-14	1.4104	8.6401e-12	0.74128	2.3754e-12	0.0118	0.0118
0.00545	0.00235	0.00155	2.146e-14	1.2075	2.854e-12	0.38009	2.1088e-12	0.0118	0.0118
0.00385	0.0066	0.004	5.7441e-14	1.1328	7.6185e-12	0.76374	1.9552e-12	0.0118	0.0118
0.0049	0.0067	0.0034	5.8616e-14	1.1693	7.7761e-12	0.78274	1.8772e-12	0.0118	0.0118
0.00175	0.00205	0.00115	2.8208e-14	1.5265	3.7372e-12	0.5473	1.7353e-12	0.0118	0.0118
0.0024	0.01015	0.00865	1.3711e-13	1.0719	1.8197e-11	0.83219	3.6814e-12	0.0118	0.0118
0.00385	0.0069	0.00415	1.0897e-13	1.2437	1.4466e-11	0.92064	1.8626e-12	0.0118	0.0118
0.00085	0.0018	0.0014	1.7499e-14	1.6939	2.3356e-12	0.28513	2.3838e-12	0.0118	0.0118
0.0009	0.0032	0.0028	2.4057e-14	1.347	3.1944e-12	0.53214	1.5432e-12	0.0118	0.0118
