   0.0000000e+00	  -5.8695735e-13	
   5.0000000e-05	  -5.9295369e-13	
   1.0000000e-04	  -7.0255032e-13	
   1.5000000e-04	  -6.6353563e-13	
   2.0000000e-04	  -3.6943885e-13	
   2.5000000e-04	  -3.1973903e-13	
   3.0000000e-04	  -3.1383292e-13	
   3.5000000e-04	  -1.4206128e-13	
   4.0000000e-04	  -2.4190589e-13	
   4.5000000e-04	  -3.2480854e-13	
   5.0000000e-04	  -4.5327500e-13	
   5.5000000e-04	  -3.0233455e-13	
   6.0000000e-04	  -3.5366198e-13	
   6.5000000e-04	  -4.3718675e-13	
   7.0000000e-04	  -2.0160403e-13	
   7.5000000e-04	  -2.8199036e-13	
   8.0000000e-04	  -5.3996521e-13	
   8.5000000e-04	  -5.6937875e-13	
   9.0000000e-04	  -4.0055600e-13	
   9.5000000e-04	  -1.0501973e-13	
   1.0000000e-03	  -1.4054686e-13	
   1.0500000e-03	   2.7612634e-13	
   1.1000000e-03	   3.2875070e-14	
   1.1500000e-03	   2.2417389e-13	
   1.2000000e-03	  -2.4589109e-14	
   1.2500000e-03	  -2.4431542e-13	
   1.3000000e-03	  -1.6107471e-13	
   1.3500000e-03	   8.7306247e-14	
   1.4000000e-03	   8.8560669e-14	
   1.4500000e-03	   6.2173303e-14	
   1.5000000e-03	   3.0557197e-13	
   1.5500000e-03	   1.7121672e-13	
   1.6000000e-03	   3.1860799e-14	
   1.6500000e-03	  -5.7314505e-14	
   1.7000000e-03	  -3.4013895e-13	
   1.7500000e-03	  -1.8852860e-13	
   1.8000000e-03	  -1.6685123e-13	
   1.8500000e-03	  -2.2357531e-13	
   1.9000000e-03	  -3.3913193e-13	
   1.9500000e-03	  -1.6333972e-13	
   2.0000000e-03	   1.4071047e-13	
   2.0500000e-03	   2.7698004e-13	
   2.1000000e-03	   1.7053546e-13	
   2.1500000e-03	  -6.4934169e-14	
   2.2000000e-03	  -5.0120498e-15	
   2.2500000e-03	   1.9393992e-13	
   2.3000000e-03	   2.1751698e-13	
   2.3500000e-03	   3.4803432e-13	
   2.4000000e-03	   3.9067599e-13	
   2.4500000e-03	   1.4889262e-13	
   2.5000000e-03	   2.0765678e-13	
   2.5500000e-03	   8.8120049e-14	
   2.6000000e-03	  -9.0376708e-14	
   2.6500000e-03	   2.4367791e-13	
   2.7000000e-03	   2.4367791e-13	
   2.7500000e-03	   1.1321575e-13	
