0.00225	0.00565	0.0038	1.2977e-13	1.3227	1.7236e-11	0.89213	2.6502e-12	0.0118	0.0118
0.00425	0.0077	0.0041	1.4415e-13	1.2071	1.9134e-11	0.95644	1.7732e-12	0.0118	0.0118
0.00105	0.00025	0.00015	1.0245e-14	2.9381	1.3591e-12	0.17289	2.351e-12	0.0118	0.0118
0.0029	0.007	0.00555	8.4216e-14	1.2269	1.118e-11	0.89714	1.6714e-12	0.0118	0.0118
0.0046	0.00735	0.00385	7.5644e-14	1.1826	1.0034e-11	0.85147	1.8763e-12	0.0118	0.0118
0.0014	0.0005	0.0001	1.2217e-14	1.8319	1.6266e-12	0.20755	2.3278e-12	0.0118	0.0118
0.0027	0.00595	0.00415	5.0993e-14	1.268	6.7777e-12	0.84061	1.326e-12	0.0118	0.0118
0.0027	0.0043	0.00285	7.0824e-14	1.3488	9.4175e-12	0.82456	1.962e-12	0.0118	0.0118
0.0017	0.00535	0.0042	6.5657e-14	1.3132	8.7248e-12	0.81299	1.8974e-12	0.0118	0.0118
0.002	0.00535	0.00385	1.6647e-13	1.3374	2.2122e-11	0.88859	3.4674e-12	0.0118	0.0118
0.0021	0.00545	0.004	1.4724e-13	1.2824	1.9554e-11	0.9298	2.3502e-12	0.0118	0.0118
0.0013	0.0031	0.00235	6.1565e-14	1.5427	8.1941e-12	0.65223	2.8915e-12	0.0118	0.0118
0.00225	0.0044	0.0026	6.4947e-14	1.4104	8.6401e-12	0.74128	2.3754e-12	0.0118	0.0118
0.0024	0.01015	0.00865	1.3711e-13	1.0719	1.8197e-11	0.83219	3.6814e-12	0.0118	0.0118
0.00385	0.0069	0.00415	1.0897e-13	1.2437	1.4466e-11	0.92064	1.8626e-12	0.0118	0.0118
0.00085	0.0018	0.0014	1.7499e-14	1.6939	2.3356e-12	0.28513	2.3838e-12	0.0118	0.0118
